id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,popularity,playlist
5n7KWx7UkcKJUB8GvJCYqj,0.556,0.516,0,-10.913,1,0.0694,0.552,0.0,0.407,0.337,138.698,audio_features,240707,4,47,656d91JastxforR4ac4eIs
7zrqO3WRNwCfZ80k4Y9VG5,0.546,0.805,2,-7.417,1,0.126,0.397,0.0,0.337,0.742,168.022,audio_features,282008,4,55,656d91JastxforR4ac4eIs
2sVzO3L0fdOMVe8wVlM0IE,0.563,0.71,7,-6.212,1,0.0592,0.0663,0.0,0.105,0.262,133.873,audio_features,329429,4,62,656d91JastxforR4ac4eIs
1n1b2lwdRdWF5RAaA0vewk,0.78,0.904,1,-5.509,0,0.2,0.163,8.54e-05,0.0662,0.664,129.966,audio_features,290493,4,62,656d91JastxforR4ac4eIs
7H3mfOvtPNA8YDF3EdKy0L,0.715,0.89,11,-5.438,0,0.051,0.00111,0.000837,0.0297,0.891,134.994,audio_features,283693,4,73,656d91JastxforR4ac4eIs
0joXv5niso2T8YXWOlIe1X,0.679,0.421,7,-9.13,0,0.0344,0.685,6.81e-06,0.244,0.65,81.012,audio_features,350618,4,64,656d91JastxforR4ac4eIs
1HzNbxPRn9onoxxeZByHYJ,0.636,0.745,2,-5.4,0,0.0378,0.155,2.54e-06,0.132,0.719,139.986,audio_features,288356,4,64,656d91JastxforR4ac4eIs
72CkpVdvmc8t28o8I9N32J,0.42,0.551,8,-7.348,1,0.0374,0.651,0.0,0.124,0.554,74.883,audio_features,286380,4,73,656d91JastxforR4ac4eIs
74IQCxI4nws964fic1Q4pv,0.676,0.8,7,-6.409,1,0.0516,0.143,0.0,0.602,0.654,107.501,audio_features,230049,4,62,3EZHPUtbIDHnHeiu8e6t5C
6rcTPn1CwOyuskilY12IqL,0.722,0.926,0,-4.685,1,0.142,0.0484,0.000573,0.261,0.778,100.978,audio_features,247660,4,56,3EZHPUtbIDHnHeiu8e6t5C
5wVTrHzxbqQwaU03EZYlV3,0.692,0.802,7,-9.897,1,0.238,0.358,1.91e-06,0.156,0.755,120.955,audio_features,367507,4,45,3EZHPUtbIDHnHeiu8e6t5C
3sziCSQnR8SbnuQ7N9OE8H,0.753,0.755,2,-7.527,1,0.163,0.424,0.0,0.0948,0.575,100.954,audio_features,379573,4,53,3EZHPUtbIDHnHeiu8e6t5C
6emG6N8SaM6LTAvAB1oHs6,0.461,0.881,7,-4.766,1,0.265,0.438,0.0,0.391,0.697,76.514,audio_features,285667,4,49,3EZHPUtbIDHnHeiu8e6t5C
5CWQ9WBbd1HESogIIuTlVI,0.811,0.537,4,-5.508,1,0.0478,0.412,1.3e-06,0.083,0.57,136.943,audio_features,266715,4,42,3EZHPUtbIDHnHeiu8e6t5C
05dYneZZZ2mytSmnsvzFoW,0.775,0.86,4,-5.869,0,0.269,0.288,0.0,0.0514,0.644,131.882,audio_features,198835,4,55,3EZHPUtbIDHnHeiu8e6t5C
76WzfVTkixrm5P6oupw4KY,0.648,0.873,3,-7.972,1,0.147,0.0983,0.00046,0.0892,0.81,161.94,audio_features,248573,4,34,3EZHPUtbIDHnHeiu8e6t5C
7yPeu0DTn2eWgO2FmHCks0,0.657,0.61,7,-7.176,1,0.0645,0.172,7.18e-05,0.32,0.614,77.0,audio_features,404107,4,57,3EZHPUtbIDHnHeiu8e6t5C
7hADNKBDHS8MblpUzLebLf,0.712,0.725,6,-7.167,0,0.0444,0.188,1.14e-06,0.075,0.491,97.013,audio_features,271938,4,61,3EZHPUtbIDHnHeiu8e6t5C
49nQCpklrhXuaK5s1TQwOl,0.538,0.487,1,-13.105,0,0.0643,0.409,0.00016,0.394,0.521,175.925,audio_features,357947,4,40,3EZHPUtbIDHnHeiu8e6t5C
7wFL4hNlhotHNU6qZi9bHR,0.611,0.794,7,-6.813,1,0.0415,0.3,0.00184,0.0471,0.705,85.986,audio_features,329320,4,61,3EZHPUtbIDHnHeiu8e6t5C
0k0isUYnsgYBKjJQykg3uN,0.588,0.618,11,-9.554,0,0.118,0.0509,0.0,0.0956,0.503,157.446,audio_features,330935,3,61,3EZHPUtbIDHnHeiu8e6t5C
1flfRpvHEitNI3V7Y6G4XR,0.71,0.529,0,-9.729,0,0.0391,0.743,0.00577,0.183,0.505,130.036,audio_features,245885,4,49,3EZHPUtbIDHnHeiu8e6t5C
1NXSmIEOulY9u4TxwuSUoe,0.462,0.456,11,-11.408,1,0.0302,0.773,0.0,0.087,0.403,82.499,audio_features,309663,3,61,3EZHPUtbIDHnHeiu8e6t5C
2jRAFRpeDnibcHvtDgWRhG,0.806,0.496,1,-8.548,0,0.0356,0.396,2.31e-05,0.0881,0.812,94.994,audio_features,333113,4,62,3EZHPUtbIDHnHeiu8e6t5C
3WqTLAB7u84IHk91AQZXHa,0.672,0.732,0,-7.303,1,0.0262,0.328,0.000101,0.0795,0.549,127.015,audio_features,377854,4,56,3EZHPUtbIDHnHeiu8e6t5C
4k6N1wRZ5Im7KmbINgBdO3,0.432,0.761,6,-4.436,1,0.0645,0.436,0.000266,0.0897,0.708,84.156,audio_features,293840,4,60,3EZHPUtbIDHnHeiu8e6t5C
2g5t70UUP6nPpyZdyQQJz2,0.68,0.776,7,-5.593,1,0.0713,0.521,0.000227,0.0772,0.701,89.997,audio_features,249827,4,49,3EZHPUtbIDHnHeiu8e6t5C
0OfaxrkK5wNf6Gotdph5Jz,0.499,0.488,2,-10.114,1,0.0464,0.642,0.0,0.187,0.589,169.576,audio_features,287613,4,53,3EZHPUtbIDHnHeiu8e6t5C
1UBM4j8bzMnQaKHDaairxW,0.734,0.851,9,-9.53,1,0.063,0.292,0.0003,0.0833,0.641,123.0,audio_features,245200,4,38,3EZHPUtbIDHnHeiu8e6t5C
7l5fS4lbkdwzteVyE6s2IO,0.658,0.413,2,-12.097,1,0.0455,0.85,0.0,0.0782,0.411,114.755,audio_features,231973,1,49,3EZHPUtbIDHnHeiu8e6t5C
7a8bS8SOMGGENwT94YsQtS,0.7,0.899,0,-10.245,0,0.0435,0.175,0.00457,0.199,0.922,134.992,audio_features,284613,4,46,3EZHPUtbIDHnHeiu8e6t5C
395vTJFXpy2kzhhHyoMe2f,0.501,0.573,4,-7.391,1,0.0315,0.466,0.0,0.152,0.476,159.881,audio_features,253747,4,24,3EZHPUtbIDHnHeiu8e6t5C
6syay4mwV5NvzAEqBr0fLd,0.713,0.594,2,-9.187,1,0.231,0.301,5.96e-06,0.0583,0.701,150.164,audio_features,307133,3,50,3EZHPUtbIDHnHeiu8e6t5C
0Y61GxhLwaCYDJ2ojA7tZv,0.809,0.698,4,-7.084,0,0.1,0.333,0.017,0.253,0.624,100.994,audio_features,274031,4,60,3EZHPUtbIDHnHeiu8e6t5C
14EQIE6878pGC6kgdIzsEK,0.792,0.944,2,-8.97,0,0.051,0.578,0.0209,0.0582,0.726,109.989,audio_features,267860,4,58,3EZHPUtbIDHnHeiu8e6t5C
15UeRGRh7gTSsMW3sELAtx,0.78,0.833,1,-4.862,1,0.132,0.153,1.37e-05,0.27,0.64,79.977,audio_features,319994,4,0,3EZHPUtbIDHnHeiu8e6t5C
0qlDvJp3Gtw1F5XMeztjBD,0.754,0.834,2,-6.713,1,0.0848,0.431,0.000631,0.332,0.853,108.047,audio_features,273933,4,0,3EZHPUtbIDHnHeiu8e6t5C
2Ej4vdkwwBDyE6QfFWaXUF,0.748,0.55,0,-6.89,0,0.0361,0.241,0.0,0.144,0.588,96.982,audio_features,260000,4,61,3EZHPUtbIDHnHeiu8e6t5C
0anBHV3eP4hiHsLQR5AZsm,0.574,0.911,11,-6.709,0,0.0888,0.262,0.0,0.366,0.756,135.494,audio_features,319725,4,59,3EZHPUtbIDHnHeiu8e6t5C
4K4gYMKbZFMKh4ePHzXTQu,0.726,0.716,7,-2.973,1,0.0483,0.0766,0.0,0.103,0.869,169.661,audio_features,316656,4,55,3EZHPUtbIDHnHeiu8e6t5C
6KQa7cArgxp0aKZx9d90o5,0.795,0.672,7,-7.862,1,0.121,0.0435,0.33,0.055,0.771,95.04,audio_features,248475,4,0,3EZHPUtbIDHnHeiu8e6t5C
1KF7V6uWyP8Kahp9OA4Z5D,0.843,0.538,9,-8.443,0,0.0359,0.0649,0.000164,0.119,0.898,100.021,audio_features,244557,4,0,3EZHPUtbIDHnHeiu8e6t5C
500JhxDhBvysKVVh7BRAR3,0.701,0.485,4,-7.952,1,0.0352,0.468,0.0,0.316,0.593,114.001,audio_features,296280,4,0,3EZHPUtbIDHnHeiu8e6t5C
4fP4teZ8TsDjaRBs3c8w8b,0.806,0.947,1,-4.246,1,0.0705,0.149,0.00132,0.135,0.707,107.984,audio_features,251762,4,0,3EZHPUtbIDHnHeiu8e6t5C
1JVcqGT2fBXHKJdE7T51kC,0.879,0.628,5,-6.156,0,0.108,0.207,0.000104,0.0422,0.766,101.98,audio_features,291576,4,0,3EZHPUtbIDHnHeiu8e6t5C
2t1fYYoJ8bdsurdnljjfA8,0.881,0.884,6,-6.423,0,0.171,0.171,4.09e-06,0.231,0.701,101.996,audio_features,257163,4,0,3EZHPUtbIDHnHeiu8e6t5C
7Hedn4W3wnzpxsVFjX5JPL,0.718,0.941,11,-5.076,0,0.116,0.016,5.13e-06,0.467,0.663,129.918,audio_features,268921,4,0,3EZHPUtbIDHnHeiu8e6t5C
3Hd9vJYLnL3GLICXkwUJOE,0.845,0.775,11,-6.134,0,0.0963,0.125,1.26e-05,0.0874,0.851,116.005,audio_features,342700,4,0,3EZHPUtbIDHnHeiu8e6t5C
09S2FeGBhbwRmdIJDzuEiP,0.616,0.782,2,-5.593,1,0.108,0.521,2.22e-06,0.36,0.703,105.968,audio_features,273776,4,0,3EZHPUtbIDHnHeiu8e6t5C
3LYt0b1ljHUYoG5YL2WwWP,0.638,0.655,9,-7.338,0,0.0291,0.0181,0.0,0.422,0.497,109.973,audio_features,315002,4,60,3EZHPUtbIDHnHeiu8e6t5C
0iE2WrtGEXq5O1MSD8mK6k,0.809,0.431,10,-7.946,1,0.0286,0.241,0.0,0.146,0.634,104.972,audio_features,325867,4,59,3EZHPUtbIDHnHeiu8e6t5C
6jUscicoyUljrPOdQCfhnd,0.685,0.24,10,-8.65,0,0.0397,0.789,3.97e-06,0.127,0.577,177.706,audio_features,173933,5,65,3EZHPUtbIDHnHeiu8e6t5C
1UiORBsodWhAydO2SjQyei,0.631,0.436,5,-8.729,0,0.0311,0.743,0.000384,0.16,0.447,111.809,audio_features,362667,4,42,3EZHPUtbIDHnHeiu8e6t5C
3j9DrRebdWK1jkpOw9FZUy,0.568,0.663,8,-6.179,1,0.0345,0.91,4.82e-05,0.124,0.808,165.203,audio_features,219818,3,65,3EZHPUtbIDHnHeiu8e6t5C
7AT9jIs9H7tFjxEXmilL94,0.52,0.457,2,-10.313,1,0.0274,0.298,5.09e-05,0.101,0.366,86.031,audio_features,349786,4,23,3EZHPUtbIDHnHeiu8e6t5C
5hrVpizlYjPOV5sscsOjME,0.572,0.455,9,-7.766,1,0.0246,0.343,0.00282,0.0851,0.483,98.316,audio_features,287500,1,0,3EZHPUtbIDHnHeiu8e6t5C
1llCrHsp3meUV30YTiTwpY,0.688,0.971,11,-4.043,1,0.243,0.012,0.0653,0.099,0.761,86.99,audio_features,372940,4,54,3EZHPUtbIDHnHeiu8e6t5C
1ifMH14KizpUxIdRVyPsSZ,0.827,0.638,2,-7.792,1,0.123,0.16,6.91e-06,0.0922,0.355,95.03,audio_features,357337,4,66,3EZHPUtbIDHnHeiu8e6t5C
3pQFOXZSkakIYkcVFQlK7J,0.753,0.775,9,-6.422,0,0.0521,0.501,2.17e-05,0.0824,0.829,135.02,audio_features,244187,4,51,3EZHPUtbIDHnHeiu8e6t5C
0WM0NpFIZg6JhgneUyU5tl,0.64,0.784,7,-6.674,1,0.0314,0.333,0.00184,0.188,0.549,92.016,audio_features,315493,4,64,3EZHPUtbIDHnHeiu8e6t5C
6QreIcgO4nIJ4cCtRmotg6,0.369,0.274,3,-15.909,1,0.0443,0.422,0.0,0.101,0.403,94.789,audio_features,311223,3,16,3EZHPUtbIDHnHeiu8e6t5C
1EIbLq0jAppo3aicVulog7,0.73,0.709,7,-2.664,1,0.0867,0.895,0.424,0.223,0.827,163.026,audio_features,248309,4,48,3EZHPUtbIDHnHeiu8e6t5C
4jYX71osH1K8LA6r3Z7R2d,0.587,0.411,7,-8.245,1,0.0336,0.574,1.79e-05,0.121,0.609,133.066,audio_features,408000,4,58,3EZHPUtbIDHnHeiu8e6t5C
7vky3pARyKTSMFLacWLUSU,0.646,0.741,2,-5.215,1,0.0498,0.521,0.0,0.125,0.537,88.468,audio_features,190802,3,31,3EZHPUtbIDHnHeiu8e6t5C
2yIU71Z6VgPOEaLp0VwFpN,0.645,0.446,8,-6.504,1,0.173,0.821,0.0,0.101,0.801,79.239,audio_features,186657,3,48,3EZHPUtbIDHnHeiu8e6t5C
0TAG7qLVbPU3QG1BqPEq7F,0.183,0.405,2,-6.293,1,0.029,0.844,0.0,0.0629,0.279,179.268,audio_features,266000,3,45,3EZHPUtbIDHnHeiu8e6t5C
2ou47WqfBJhoQB3yjPVQ6S,0.622,0.264,3,-10.698,1,0.034,0.869,0.0,0.1,0.357,119.882,audio_features,205465,4,50,3EZHPUtbIDHnHeiu8e6t5C
6NCMhWthZdWGbG3ce0Muek,0.785,0.683,0,-7.406,0,0.0325,0.163,6.08e-05,0.262,0.862,111.97,audio_features,352345,4,58,3EZHPUtbIDHnHeiu8e6t5C
55Kguuz8V6qTyoGV5aIhbI,0.646,0.459,2,-7.686,1,0.0275,0.474,0.0,0.326,0.512,120.025,audio_features,265000,4,0,3EZHPUtbIDHnHeiu8e6t5C
4siD8OfWU2SrxAam41kgpJ,0.844,0.373,3,-12.932,1,0.0477,0.351,0.00397,0.152,0.861,125.968,audio_features,299333,4,57,3EZHPUtbIDHnHeiu8e6t5C
1RCrBXLN9cn4WmbpT9uJGJ,0.807,0.652,5,-7.451,0,0.0473,0.0477,0.000493,0.0944,0.759,144.958,audio_features,261139,4,59,3EZHPUtbIDHnHeiu8e6t5C
4b4xkbpRpA8jHbP8GVLYWR,0.814,0.407,2,-8.458,1,0.0698,0.0771,0.0,0.0836,0.413,115.031,audio_features,255293,4,59,3EZHPUtbIDHnHeiu8e6t5C
0agx7SrnAXA1nxjUU8nW98,0.758,0.828,2,-7.426,1,0.354,0.348,0.000655,0.0425,0.748,173.95,audio_features,279893,4,59,3EZHPUtbIDHnHeiu8e6t5C
5VxL1b7OOpc1m0n2eAiAoo,0.671,0.386,4,-10.574,1,0.0358,0.693,0.000227,0.144,0.278,134.957,audio_features,309838,1,55,3EZHPUtbIDHnHeiu8e6t5C
1JLtM0dEzGsytDmvfzLAue,0.716,0.767,9,-8.476,0,0.258,0.0701,3.54e-05,0.0521,0.571,129.94,audio_features,332578,4,56,3EZHPUtbIDHnHeiu8e6t5C
19o5ECC3CTmK34a3x4pOPv,0.741,0.679,10,-5.768,1,0.0424,0.318,0.00703,0.246,0.531,95.005,audio_features,267675,4,55,3EZHPUtbIDHnHeiu8e6t5C
6tXShWP3IuWp6ky3h9q0hD,0.33,0.554,2,-7.291,1,0.0331,0.616,2.22e-06,0.183,0.229,183.525,audio_features,350760,4,49,3EZHPUtbIDHnHeiu8e6t5C
3gEKIlFYiW7NHDCgOVjwTF,0.57,0.477,7,-15.458,0,0.0781,0.225,0.0,0.142,0.427,149.883,audio_features,351973,3,0,3EZHPUtbIDHnHeiu8e6t5C
0SaECAwBroVezbmghavYss,0.726,0.642,7,-5.683,1,0.0324,0.305,0.0,0.128,0.368,103.986,audio_features,415504,4,0,3EZHPUtbIDHnHeiu8e6t5C
1m8DvfBQSaVJUKSMHW8Llv,0.828,0.292,9,-15.337,0,0.0516,0.0191,9.23e-06,0.13,0.704,95.054,audio_features,365192,4,0,3EZHPUtbIDHnHeiu8e6t5C
2LTgKIErzHLjtQjIEkGrU5,0.404,0.293,10,-10.534,1,0.0337,0.915,0.0,0.105,0.115,129.815,audio_features,213279,3,0,3EZHPUtbIDHnHeiu8e6t5C
1g0ySMUgybWuu780KoPQps,0.661,0.655,2,-4.556,0,0.0939,0.604,1.88e-05,0.0881,0.577,164.033,audio_features,302480,4,0,3EZHPUtbIDHnHeiu8e6t5C
4mIOdOh49kfRSZBwvylulK,0.598,0.793,9,-8.814,1,0.0389,0.053,3.73e-05,0.217,0.79,169.936,audio_features,290967,4,56,3EZHPUtbIDHnHeiu8e6t5C
2mzn1j4SQYXj1AFiK9fwtM,0.631,0.582,11,-9.367,0,0.0536,0.216,0.0,0.17,0.493,159.959,audio_features,296220,4,41,3EZHPUtbIDHnHeiu8e6t5C
2DDOQBKGmkv7bPoYF1bELz,0.699,0.467,6,-6.363,1,0.0298,0.505,2.5e-06,0.152,0.277,128.989,audio_features,234884,4,64,3EZHPUtbIDHnHeiu8e6t5C
0ey64Qe1v9DkjUHXBKE4fd,0.419,0.497,0,-9.759,1,0.0564,0.763,3.18e-05,0.0868,0.203,169.416,audio_features,311885,4,40,3EZHPUtbIDHnHeiu8e6t5C
0rZoTVl9jOMaGrk1ncHcBc,0.664,0.416,7,-11.879,1,0.0596,0.381,6.54e-06,0.0916,0.443,93.986,audio_features,246383,4,0,3EZHPUtbIDHnHeiu8e6t5C
4QMZ6gwFTLk9qOhaQsGIxf,0.749,0.646,2,-9.598,1,0.0389,0.111,0.0426,0.22,0.752,129.996,audio_features,281520,4,65,3EZHPUtbIDHnHeiu8e6t5C
1Wc9z0B5BaA3dpLUxEbHZb,0.504,0.357,11,-12.441,1,0.032,0.864,0.00838,0.125,0.572,145.916,audio_features,253942,3,52,3EZHPUtbIDHnHeiu8e6t5C
07D0H4cb2rlE0BDhvRtnhP,0.725,0.543,9,-8.418,0,0.0457,0.13,7.53e-05,0.104,0.307,89.995,audio_features,272649,4,61,3EZHPUtbIDHnHeiu8e6t5C
2mUvMLSJmlo5iI8PMLRRJz,0.657,0.458,0,-10.035,1,0.0272,0.409,1.67e-06,0.157,0.339,93.484,audio_features,328617,4,62,3EZHPUtbIDHnHeiu8e6t5C
1FtRJTH2uCemK3N2qUOb3U,0.669,0.738,1,-8.283,1,0.0358,0.363,2.09e-06,0.179,0.571,141.115,audio_features,354368,4,61,3EZHPUtbIDHnHeiu8e6t5C
4rc1WGmRJ2CsHXTmrBu3gH,0.711,0.587,6,-7.383,0,0.223,0.304,0.0,0.0693,0.584,96.921,audio_features,332013,4,60,3EZHPUtbIDHnHeiu8e6t5C
0hwlEWBrraTWI9PTNzG0RJ,0.628,0.88,4,-4.786,0,0.088,0.00785,0.0367,0.0461,0.78,100.918,audio_features,340332,4,61,3EZHPUtbIDHnHeiu8e6t5C
2Zn2wEvhHUiiXbBgeGpjju,0.754,0.316,0,-5.858,0,0.0625,0.733,3.14e-06,0.176,0.707,139.894,audio_features,251121,3,47,3EZHPUtbIDHnHeiu8e6t5C
693359DlfpvoEfIYleKs05,0.863,0.851,4,-6.167,0,0.191,0.103,1.38e-05,0.197,0.652,123.951,audio_features,271910,4,62,3EZHPUtbIDHnHeiu8e6t5C
35EifGHoMZxyYVGkNRmyjJ,0.418,0.773,11,-7.858,1,0.152,0.0583,0.0,0.269,0.52,169.918,audio_features,320992,4,54,3EZHPUtbIDHnHeiu8e6t5C
2bageubuN1HjNZwTNlyh0v,0.714,0.495,9,-7.226,1,0.0361,0.328,0.0,0.104,0.238,114.979,audio_features,372600,4,65,3EZHPUtbIDHnHeiu8e6t5C
5vMHnRMz9phHHXW4mEyogV,0.377,0.422,7,-8.415,1,0.0374,0.576,0.0,0.168,0.234,153.335,audio_features,286640,3,50,3EZHPUtbIDHnHeiu8e6t5C
7eFFgsETjYqTKKMCk3Z6VW,0.749,0.749,8,-8.108,1,0.0488,0.0795,0.499,0.0569,0.683,80.996,audio_features,349651,4,59,3EZHPUtbIDHnHeiu8e6t5C
7t7FpQkhNuPal6ucwIodn0,0.672,0.574,11,-9.066,0,0.0314,0.243,0.000184,0.6,0.443,120.006,audio_features,287414,4,52,3EZHPUtbIDHnHeiu8e6t5C
6pOgSsYAmQHlpz9yFRbIJE,0.556,0.513,1,-7.456,1,0.278,0.435,2.8e-06,0.364,0.387,119.768,audio_features,332405,4,52,3EZHPUtbIDHnHeiu8e6t5C
1iUimqP9BrIJDq0RaH4upZ,0.864,0.81,7,-6.796,1,0.136,0.196,1.29e-05,0.118,0.83,99.978,audio_features,321933,4,54,3EZHPUtbIDHnHeiu8e6t5C
5Vhm92XrsXw5SfFYnxxspt,0.772,0.447,5,-9.365,0,0.0833,0.467,1.55e-06,0.0816,0.758,133.811,audio_features,321360,4,61,3EZHPUtbIDHnHeiu8e6t5C
4eEr2PZB3WJp74qkxzQrLS,0.87,0.344,7,-12.364,0,0.145,0.00299,1.9e-05,0.119,0.697,77.057,audio_features,288992,4,49,3EZHPUtbIDHnHeiu8e6t5C
5RfNlQ6GrTWmAXpmUUhDzF,0.76,0.654,7,-7.719,1,0.071,0.024,8.84e-05,0.0982,0.504,101.045,audio_features,271964,4,58,3EZHPUtbIDHnHeiu8e6t5C
5L6yb0KfkE1pjRbzcyMBo7,0.751,0.76,1,-5.644,1,0.0499,0.147,0.0,0.125,0.564,95.047,audio_features,220562,4,58,3EZHPUtbIDHnHeiu8e6t5C
5TuoADSOUz7ldoPXrA9EZu,0.517,0.848,10,-7.485,0,0.144,0.0399,0.0,0.242,0.69,173.913,audio_features,385489,4,57,3EZHPUtbIDHnHeiu8e6t5C
6jUscicoyUljrPOdQCfhnd,0.685,0.24,10,-8.65,0,0.0397,0.789,3.97e-06,0.127,0.577,177.706,audio_features,173933,5,65,1llHjtjECBo12ChwOGe38L
2R2FHagWm5v1zJACctLRkK,0.828,0.831,2,-6.024,1,0.0608,0.105,0.000297,0.118,0.887,118.983,audio_features,300901,4,42,1llHjtjECBo12ChwOGe38L
2o6DT527sOB7r20jVlyhzJ,0.879,0.825,9,-3.2,0,0.0427,0.0366,3.34e-06,0.0706,0.895,122.026,audio_features,231363,4,15,1llHjtjECBo12ChwOGe38L
37qEgpLxOJN2jpxo2yEl64,0.866,0.86,0,-3.662,1,0.0552,0.185,8.57e-05,0.0629,0.899,101.982,audio_features,269290,4,7,1llHjtjECBo12ChwOGe38L
2DDOQBKGmkv7bPoYF1bELz,0.699,0.467,6,-6.363,1,0.0298,0.505,2.5e-06,0.152,0.277,128.989,audio_features,234884,4,64,1llHjtjECBo12ChwOGe38L
75PLRXczgeUtwD9mFzDVsB,0.721,0.925,5,-3.908,0,0.0503,0.122,0.000159,0.115,0.757,122.002,audio_features,240409,4,16,1llHjtjECBo12ChwOGe38L
58DAnVD65xKeQW3ARTBolV,0.808,0.717,0,-7.768,0,0.13,0.612,2.5e-06,0.0949,0.824,96.981,audio_features,216171,4,62,1llHjtjECBo12ChwOGe38L
2q0EHeFHe0dNnq6DF2UcTe,0.886,0.757,6,-5.17,1,0.457,0.593,0.0,0.0658,0.925,139.909,audio_features,175544,4,48,1llHjtjECBo12ChwOGe38L
1nXzPMp1KLrQvYWmsgK6kK,0.851,0.532,11,-10.078,1,0.0341,0.642,0.0112,0.149,0.8,117.027,audio_features,225953,4,0,1llHjtjECBo12ChwOGe38L
0kCRJzUCwNXGjaX7xyOPrI,0.903,0.87,9,-2.617,0,0.119,0.0828,0.0,0.219,0.859,100.005,audio_features,260000,4,0,1llHjtjECBo12ChwOGe38L
5vxFdEHRfgwvhTpI9fNAF9,0.681,0.62,7,-12.078,1,0.129,0.0465,0.0,0.177,0.445,97.997,audio_features,265169,4,0,1llHjtjECBo12ChwOGe38L
55uVx1s7InHUFdyw3iDJny,0.854,0.537,2,-7.898,0,0.0554,0.337,9e-05,0.0649,0.585,103.004,audio_features,217873,4,19,1llHjtjECBo12ChwOGe38L
7MtXu7mXRMdICKyTOb8CuR,0.588,0.443,6,-6.197,0,0.0694,0.583,0.0,0.136,0.642,89.749,audio_features,206667,4,64,1llHjtjECBo12ChwOGe38L
5pOY1Vg2TIIbVBfR6yAg0C,0.677,0.81,0,-6.192,0,0.0378,0.643,3e-06,0.168,0.614,110.044,audio_features,258333,4,67,1llHjtjECBo12ChwOGe38L
60U549v4aGcURN9p3jdMdE,0.636,0.632,2,-8.744,0,0.0375,0.534,1.6e-05,0.0455,0.763,80.064,audio_features,217875,4,55,1llHjtjECBo12ChwOGe38L
0Z3zGNsygprNlSMAX6vAvc,0.78,0.68,1,-3.939,1,0.0279,0.33,2.85e-05,0.0677,0.486,101.021,audio_features,274158,4,59,1llHjtjECBo12ChwOGe38L
5YMBmxKfzxs4jwwrb8FLcy,0.81,0.523,4,-5.567,1,0.0479,0.422,0.0,0.0839,0.6,136.951,audio_features,266715,4,0,1llHjtjECBo12ChwOGe38L
4KOG5lRsY1Ja55bids06vB,0.752,0.538,2,-6.795,1,0.0483,0.285,0.000258,0.0856,0.489,75.007,audio_features,199200,4,0,1llHjtjECBo12ChwOGe38L
0K2CU7TTmFBSbFm1Lt50Sx,0.514,0.828,5,-4.864,1,0.0447,0.00948,0.000142,0.0687,0.547,123.933,audio_features,214500,4,53,1llHjtjECBo12ChwOGe38L
0v9u1rAlMAoFHFz6oCJ57U,0.802,0.507,6,-5.298,0,0.0511,0.566,6.36e-05,0.243,0.706,84.991,audio_features,221647,4,0,1llHjtjECBo12ChwOGe38L
5Mp5XAiliIamV9G7lMJTg9,0.618,0.534,7,-8.434,1,0.0578,0.652,0.0168,0.0767,0.793,75.05,audio_features,291010,4,0,1llHjtjECBo12ChwOGe38L
16ZESINIISGjA5CwM0mfSm,0.81,0.955,4,-3.148,0,0.165,0.36,0.00991,0.058,0.923,151.97,audio_features,83448,4,0,1llHjtjECBo12ChwOGe38L
0DpBhHvxAOZUhaRh33dIUK,0.739,0.947,9,-3.41,0,0.0549,0.067,0.0932,0.0536,0.739,132.99,audio_features,288960,4,60,1llHjtjECBo12ChwOGe38L
1lQ266sCiOsHmcCAn39KvR,0.759,0.948,7,-4.313,1,0.098,0.431,0.0334,0.0288,0.914,97.906,audio_features,278189,4,0,1llHjtjECBo12ChwOGe38L
5Eafns5qyPzrHCPQl7R24b,0.935,0.803,8,-5.3,0,0.109,0.218,0.000161,0.139,0.936,123.98,audio_features,210803,4,0,1llHjtjECBo12ChwOGe38L
47BZ5zznG2jzc2hjsEbvxH,0.666,0.85,1,-5.909,1,0.0312,0.65,0.0897,0.0889,0.744,105.022,audio_features,287428,4,0,1llHjtjECBo12ChwOGe38L
1YA5XoTcKyrpQ6cW6XsAfB,0.48,0.6,11,-6.75,0,0.0315,0.366,3.37e-05,0.117,0.576,177.002,audio_features,310000,3,0,1llHjtjECBo12ChwOGe38L
3goxD2Gnkku2SObsyTvs3F,0.85,0.677,0,-7.001,0,0.0606,0.463,3.27e-06,0.164,0.898,110.014,audio_features,261744,4,5,1llHjtjECBo12ChwOGe38L
1rJmySqUrHQP0O4l1JX8E9,0.843,0.611,10,-8.864,0,0.0497,0.121,0.00654,0.334,0.698,103.985,audio_features,314373,4,66,1llHjtjECBo12ChwOGe38L
2kDCcsW1rSwBHvkOuFWp6I,0.916,0.457,7,-7.377,0,0.0532,0.0544,6.05e-05,0.136,0.732,114.981,audio_features,334688,4,61,1llHjtjECBo12ChwOGe38L
2mUvMLSJmlo5iI8PMLRRJz,0.657,0.458,0,-10.035,1,0.0272,0.409,1.67e-06,0.157,0.339,93.484,audio_features,328617,4,62,1llHjtjECBo12ChwOGe38L
4swLsRDd6VI5BB1dej03L3,0.743,0.616,5,-8.798,0,0.0354,0.154,1.92e-05,0.125,0.758,91.981,audio_features,287823,4,68,1llHjtjECBo12ChwOGe38L
